product_name,price_of_the_product,properties,star_ratings,no_of_ratings,no_of_reviews
"Aquagrand Red Swift Alkaline + ro + uv + uf + TDS Controller, Alkaline Filter + 12 L RO + UV + UF + TD...","₹5,899","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",none,none,none
Earth Ro System Red Audi 12 L RO + UV + UF + TDS Water Purifier,"₹5,399","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'Replacement:Parts will be sent through courier. Customer courier the parts on seller address has customer cost.Technician visit will be chargeable if applicable']",4.3,3,0
LIVPURE Linea 5 L RO + UV + Mineraliser Water Purifier,"₹10,499","['Electrical & Storage', 'RO + UV + Mineraliser', '5 L Capacity', '1 Year Warranty']",3.9,14,5
Eureka Forbes Aquasure from Aquaguard Shield 6 L RO + UV + MP + MTDS Water Purifier,"₹7,999","['Electrical & Storage', 'RO + UV + MP + MTDS', '6 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,"15,824","3,715"
SAMTA wall mont OPEN  & Mineral RO Water Purifier,"₹5,599","['Electrical & Non - Storage', 'RO', '12 months replacement warranty on electrical parts']",4.4,14,4
water solution ALFA W ALKALINE vitamin B12+RO+UV+TDS+UF PH Enhancer Antibacterial fully automatic 12 L...,"₹5,399","['Electrical & Storage', 'RO + UV', '12 L Capacity', 'OFFSITE WARRANTY ON ALL ELECTRONIC PARTS , INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 400-700 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 24 TO 48 HOURS for query/installation 8178961873 between 10 am to 6 pm. after installation every visit will be chargeable(250-300). SUNDAY closed']",none,none,none
KONVIO Neer Aqua Ocean Pink Premium Water Purifier 13 L RO + UV + UF + TDS Water Purifier,"₹5,999","['Electrical & Storage', 'RO + UV + UF + TDS', '13 L Capacity', '1 Year warranty on electrical parts. Warranty will be null and void in case RO input water is not municipal corporation (TDS > 1000) water. Warranty will be null and void in case customer will install RO by third party.']",4.3,3,0
Aquaguard Glory 6 L RO + UV + MTDS Water Purifier with Active Copper technology,"₹14,999","['Electrical & Storage', 'RO + UV + MTDS', '6 L Capacity', '1 Year Manufacturer Warranty from the Date of Purchase, 1 Year Warranty on RO Membrane']",4.2,235,34
EUREKA FORBES AQUAGUARD ENHANCE NXT 7 L RO + UV + MTDS Water Purifier,"₹18,500","['Electrical & Storage', 'RO + UV + MTDS', '7 L Capacity', '12 months']",4.2,57,5
Aquaultra C21T 13 L RO + UV + UF Water Purifier,"₹4,790","['Electrical & Storage', 'RO + UV + UF', '13 L Capacity', '12 month manufacturer warranty']",3.6,626,139
Aqua Copper Model RO+UV+UF+TDS+Copper Filter 10 L RO + UV + UF + TDS Water Purifier,"₹5,596","['Electrical & Storage', 'RO + UV + UF + TDS', '10 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",3.6,63,7
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,814",424
Aqua Fresh AquaXSwift Red Model 12 L RO + UV + UF + TDS Water Purifier,"₹5,289","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'Repair:Parts will be sent through courier. Customer courier the parts on seller address has customer cost.Technician visit will be chargeable if applicable']",3.9,178,42
Grand plus AUDY 12 L RO + UV + UF + TDS Water Purifier,"₹5,298","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from Manufacture. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at Manufacture or service center address after that Manufacture will replace MOTER/SMPS (Manufacture will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) â?¢ All service will chargeable""]",3.7,"1,039",177
Aquagrand CANDY Green Model + ro + uv + uf + TDS Controller 15 L RO + UV + UF + TDS Water Purifier,"₹5,699","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months offsite warranty on all electronic parts,installation will be provided by seller,buyer has to pay RS. 500-700 for installation,our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",none,none,none
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,443,48
nexus pure DRFT 3 COPPER + ALKALINE 14 L RO + UV + UF + TDS Water Purifier,"₹6,149","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', 'NA']",4,74,25
Blue Star Edge Iris 6 L RO + UV Water Purifier,"₹11,499","['Electrical & Storage', 'RO + UV', '6 L Capacity', '1 Year Domestic Warranty']",3.8,55,7
Aqua Fresh nyc blue mineral+ro+uv+uf+tds 15 L RO + UV + UF + TDS Water Purifier,"₹5,219","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'OFFSITE WARRANTY ON ALL ELECTRONIC PARTS, INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 400 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 24 TO 48 HOURS. after installation every visit will be chargable. SUNDAY CLOSED']",3.7,96,15
Eureka Forbes Aquasure from Aquaguard Desire 7 L RO + MC Water Purifier,"₹7,999","['Electrical & Storage', 'RO + MC', '7 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,981,188
aquadeal Fresh Copper Mineral RO 15 litre 15 L RO + MC Water Purifier,"₹5,999","['Electrical & Storage', 'RO + MC', '15 L Capacity', '12 months replacement of electrical part .installation charges & service customer care 720 620 3608']",4.2,41,6
NASAKA TULIP N1 RO+ORPH+UF 8 L RO + UF Water Purifier,"₹8,290","['Electrical & Storage', 'RO + UF', '8 L Capacity', '1+ 4 Years Company Domestic Warranty against any manufacturing defects']",3.7,38,4
KONVIO AquaNeer RO+UV+TDS Water Purifier with High TDS 3000 Membrane Japanese UV 9 L RO + UV + TDS Wat...,"₹7,999","['Electrical & Storage', 'RO + UV + TDS', '9 L Capacity', '1 Year warranty on electrical parts. Warranty will be null and void in case RO input water is not municipal corporation (TDS > 3000) water. Warranty will be null and void in case customer will install RO by third party.']",3.9,7,0
KENT Ace 8 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"44,883","5,154"
Grand plus Red Candy 15 L RO + UV + UF + TDS Water Purifier,"₹5,175","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'Warrenty or MOTER/SMPS available from seller. But Installtion amount paid by customer . If any problem during warranty so seller will replace MOTER or SMPS (SELLER WILL COURIER PARTS AND IT WILL DELIVERY CUSTOMER ADDREDD WITHIN MAXIMUM 4-6 DASY , AND EVERY VISIT WILL CHAREBLE AFTER THE INSTALLTION (RS300)']",3.7,3,0
Protek Ultra 2.0 3.5 L Gravity Based Water Purifier,"₹1,099","['Non - Electrical & Storage', 'Gravity Based', '3.5 L Capacity', '1 year domestic manufacturer warranty']",3.4,32,4
Grand plus supreme GRN CRUX 12 L RO + UV + UF + TDS Water Purifier,"₹5,259","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) Ã\x83Â\x83Ã\x82Â¢?Ã\x83Â\x82Ã\x82Â¢\tAll service will chargeable""]",3.7,28,5
Eureka Forbes Aquasure from Aquaguard Shield 6 L RO + UV + MP + MTDS Water Purifier,"₹7,999","['Electrical & Storage', 'RO + UV + MP + MTDS', '6 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,"15,824","3,715"
Rk Aquafresh India BIO+++ ALKALINE PURIFICATION 12 L RO + UF + UV + UV_LED + TDS Control Water Purifie...,"₹5,399","['Electrical & Storage', 'RO + UF + UV + UV_LED + TDS Control', '12 L Capacity', '6Month Warranty On All Electronic Parts Except Uv Lamp']",3.9,97,41
Aqua Ultra Glory01 RO+B12 Technology Water Purifier 12 L RO + MF Water Purifier,"₹5,450","['Electrical & Storage', 'RO + MF', '12 L Capacity', '12 month manufacturer warranty']",3.3,29,6
Aqua Ultra C15 13 L RO + UV + UF Water Purifier,"₹4,848","['Electrical & Storage', 'RO + UV + UF', '13 L Capacity', '12 month manufacturer warranty']",4,60,12
Aquaguard Glory 6 L RO + UV + MTDS Water Purifier with Active Copper technology,"₹14,999","['Electrical & Storage', 'RO + UV + MTDS', '6 L Capacity', '1 Year Manufacturer Warranty from the Date of Purchase, 1 Year Warranty on RO Membrane']",4.2,235,34
Aqua NYC Model Natural water N2_R0_UV_UF_Mineral 15 L RO + UV + UF + TDS 12 L RO + UV + UF + TDS Water...,"₹5,199","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",none,none,none
KENT SUPER STAR (11011) 7 L RO + UV + UF + TDS Water Purifier,"₹14,440","['Electrical & Storage', 'RO + UV + UF + TDS', '7 L Capacity', '1 Year Warranty + 3 Years free service']",4.3,268,38
water solution swift red ALKALINE+RO+UV+UV+TDS 15 L 15 L RO + UV + UF + TDS Water Purifier,"₹5,499","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'OFFSITE WARRANTY ON ALL ELECTRONIC PARTS , INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 400-700 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 24 TO 48 HOURS for query/installation 8178961873 between 10 am to 6 pm. after installation every visit will be chargeable(250-300). SUNDAY closed']",3.9,15,4
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,814",424
Aquaguard Enhance 7 L RO + UV + UF + TDS Water Purifier,"₹17,500","['Electrical & Storage', 'RO + UV + UF + TDS', '7 L Capacity', '1 Year Manufacturer Warranty']",3.9,42,5
Grand plus Audi 12 L RO + UV + UF + TDS Water Purifier,"₹5,273","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 months warranty available from seller MOTER/SMPS']",3.6,201,44
"Hi Tech RO Booster Pump OA 100GPD,1Teflon Tape, 2Elbow, 24V Dolphin, Kent, Aqua Guard, Whirlpool, Aqua...","₹1,249","['Electrical & Storage', 'RO + UV + UF + TDS', '300000 L Capacity', '1 Year Performance']",4.1,17,3
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,443,48
HAVELLS DIGI 8 L RO + UV + UF + TDS Water Purifier,"₹18,990","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', 'AT THE SITE OF ENGINIOR']",3,5,2
Carrier Midea MWPRU080AL7 Antibacterial Replaceable Tank 8 L RO + UV Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV', '8 L Capacity', '1 Year on Product']",3.5,16,7
Grand plus Gp New Crux 12 L RO + UV + UF + TDS Water Purifier,"₹5,663","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) All service will chargeable""]",none,none,none
Eureka Forbes Aquasure from Aquaguard Desire 7 L RO + MC Water Purifier,"₹7,999","['Electrical & Storage', 'RO + MC', '7 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,981,188
Zero B Kitchenmate Pro _01 2 L UV Water Purifier,"₹9,439","['Electrical & Storage', 'UV', '2 L Capacity', 'NA']",none,none,none
Ao Smith X4+ 9 L RO Water Purifier,"₹15,990","['Electrical & Storage', 'RO', '9 L Capacity', '1 Year Comprehensive Warranty']",4.1,23,4
Aquaultra Aqua Ultra Smart RO+UV+Active Copper Water Purifier 12 L RO + UV + MTDS Water Purifier,"₹5,199","['Electrical & Storage', 'RO + UV + MTDS', '12 L Capacity', '1 year manufacturer warranty']",3.9,12,2
KENT Ace 8 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"44,883","5,154"
Aqua Fresh BLUE SIFT 10 L RO + UV + UF + TDS Water Purifier,"₹5,899","['Electrical & Storage', 'RO + UV + UF + TDS', '10 L Capacity', '6 Month']",none,none,none
Zero B Zero-B Eco  12 L RO Water Purifier,"₹22,000","['Electrical & Storage', 'RO', '12 L Capacity', '1 Year Manufacturer Domestic Warranty on Electrical Parts Only excluding Membranes. Technician Visit, if applicable, will be free for the customer.']",none,none,none
Aqua Fresh NYC MINERAL 15 L ro+uv+uf+tds+Mineral 15 L RO + UV + UF + TDS Water Purifier,"₹5,199","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'WARRANTY ON ALL ELECTRONIC PARTS, INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 500-700 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 24 TO 48 HOURS. after installation every visit will be chargeable(250-300). SUNDAY CLOSED']",3.8,795,149
Eureka Forbes Aquasure from Aquaguard Shield 6 L RO + UV + MP + MTDS Water Purifier,"₹7,999","['Electrical & Storage', 'RO + UV + MP + MTDS', '6 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,"15,824","3,715"
Grand plus Aquacrux Alkaline 12 L RO + UV + UF + TDS Water Purifier 12 L RO + UV + UF + TDS Water Puri...,"₹5,789","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months']",4.3,4,1
Grand plus AQUAEPIC RO UV UF TDS CONTROLLER WITH 14 STAGE 17 L RO + UV + UF + TDS Water Purifier,"₹5,211","['Electrical & Storage', 'RO + UV + UF + TDS', '17 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) All service will chargeable""]",3.6,75,17
KONVIO RO+UV+UF+TDS Controller copper water purifier 12 L RO + UV + UF + TDS Water Purifier,"₹6,999","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '1 Year warranty on electrical parts.']",3.6,16,3
Aquaguard Glory 6 L RO + UV + MTDS Water Purifier with Active Copper technology,"₹14,999","['Electrical & Storage', 'RO + UV + MTDS', '6 L Capacity', '1 Year Manufacturer Warranty from the Date of Purchase, 1 Year Warranty on RO Membrane']",4.2,235,34
KENT Ace Plus 8 L RO + UV + UF + TDS Water Purifier,"₹15,499","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"44,883","5,154"
Rk Aquafresh India ZST-777 12 L RO + UV + UF + TDS Water Purifier,"₹5,987","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6Month Warranty On All Electronic Items']",3.8,4,3
HAVELLS Delite Alkaline High Recovery 6 L RO + UV Water Purifier,"₹20,999","['Electrical & Storage', 'RO + UV', '6 L Capacity', '1 Year Warranty from the Date of Purchase']",3,6,1
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,814",424
KENT PRIME PLUS 9 L RO + UV + UF + TDS Water Purifier,"₹18,549","['Electrical & Storage', 'RO + UV + UF + TDS', '9 L Capacity', '1 Year Warranty + 3 Years free service']",3.9,7,0
Aqua Fresh DT audi purix MINERAL+RO+UV+UF+TDS 12 L 12 L RO + UV + UF + TDS Water Purifier (White) 12 L...,"₹5,448","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'ONE YEAR OFFSITE WARRANTY ON ALL ELECTRONIC PARTS']",none,none,none
Aqua Ultra Pacific RO+B12 Technology Water Purifier 14 L RO + MF Water Purifier,"₹4,850","['Electrical & Storage', 'RO + MF', '14 L Capacity', '12 month manufacturer warranty']",3.3,4,0
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,443,48
Royal Aquafresh AQUA AUDI 121 LTRS 10 L RO + UV + UF + TDS Water Purifier,"₹5,020","['Electrical & Storage', 'RO + UV + UF + TDS', '10 L Capacity', '• TERMS AND CONDITION 1) Installation provided by seller charges Paid by customer RS450/- NCR Around 50 KM. , if customer will install by third party so warranty will avoid (withdrawal) 2) Membranes is not cover in warranty 3) RO Membrane will cover standard TDS of water (upto 1500-2000TDS) 4) Water Purifies body color may be differ against Shaw on website 5) Warranty cover for 1 Years ( MOTER , SMPS) 6) Our Executive Will solve customer problems within 24HR\nCustomer care Timing is :- 10AM TO 7PM (MON TO SAT) SUNDAY CLOSE']",3.7,334,60
Blair ALTIS COPPER 13 L RO + UV + UF + TDS Water Purifier,"₹5,689","['Electrical & Storage', 'RO + UV + UF + TDS', '13 L Capacity', '6 MONTHS OFFSITE WARRANTY ON MOTOR AND SMPS']",3.7,30,0
Pureness Pureness Jumbo 50 LPH RO Water Purifier 50 L RO + UV + UF + TDS Water Purifier,"₹17,667","['Electrical & Non - Storage', 'RO + UV + UF + TDS', '50 L Capacity', '1 Year Warranty.']",3.4,10,1
Eureka Forbes Aquasure from Aquaguard Desire 7 L RO + MC Water Purifier,"₹7,999","['Electrical & Storage', 'RO + MC', '7 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,981,188
Aqua Active Xtreme 9 L RO + UV + UF + IBT + Alkaline Water Purifier,"₹7,959","['Electrical & Storage', 'RO + UV + UF + IBT + Alkaline', '9 L Capacity', '2 year offsite warranty on electronic parts']",none,none,none
Pureit ULTIMA nxt Mineral RO+UV+MF 10 L RO + UV + MF Water Purifier,"₹19,890","['Electrical & Storage', 'RO + UV + MF', '10 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables & Germkill Kit. Technician Visit, if applicable, will be charged to the customer.']",4.2,515,70
Aqua Fresh SkyLand 18 L RO + UV + UF + TDS Water Purifier,"₹5,559","['Electrical & Storage', 'RO + UV + UF + TDS', '18 L Capacity', 'Repair:Parts will be sent through courier. Customer courier the parts on seller address has customer cost.Technician visit will be chargeable if applicable']",3.9,249,36
Hindware Calisto RO + UV + UF 7 L RO + UV + UF Water Purifier,"₹7,499","['Electrical & Storage', 'RO + UV + UF', '7 L Capacity', '1 Year Comprehensive Warranty from the Date of Installation ( 6 Months for All Filters + 1 Year for R.O Membrane).']",4,"18,523","4,294"
Aqua Fresh w COPPER MINERAL+ro+uv+tds 15 L 15 L RO + UV + UF + TDS Water Purifier,"₹5,649","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'ONE YEAR OFFSITE WARRANTY ON PUMP & SMPS , INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 400-700 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 2 TO 4 DAYS for query/installation 8178961873 between 10 am to 6 pm. after installation every visit will be chargeable 300. SUNDAY closed.']",4,28,5
Aqua BLACK NYC Model wavex MINERAL 15 L ALKALINE VITAMIN B12 +RO+UV+TDS 15 BLACK AUTOMATIC ELECTRICAL ...,"₹5,499","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months offsite warranty on all electronic parts,']",5,4,0
Aqua Supreme AURICAQUAGRANDROUV 15 L RO + UV + UF + TDS Water Purifier,"₹5,899","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'Manufacturing Defects , booster pump, smps.']",none,none,none
Eureka Forbes Aquasure from Aquaguard Shield 6 L RO + UV + MP + MTDS Water Purifier,"₹7,999","['Electrical & Storage', 'RO + UV + MP + MTDS', '6 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,"15,824","3,715"
SAMTA Aqua 14 Stage 15 L RO + UV + UF + TDS Water Purifier,"₹6,499","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '12 Month replacement on electrical part']",3.4,74,10
Prestige Tattva 2.0 16 L Gravity Based Water Purifier,"₹2,948","['Non - Electrical & Storage', 'Gravity Based', '16 L Capacity', 'Tab leakage, Filter non Working up to 1500 L']",3.7,443,55
"Aqua Fresh DT EPIC ALKALINE RO+UV+UF+TDS 15 L 15 L RO + UV + MP + MTDS Water Purifier (White, Blue) 15...","₹5,598","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'ONE YEAR OFFSITE WARRANTY ON ALL ELECTRONIC PARTS , INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 400-700 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 24 TO 48 HOURS for query/installation 8178961873 between 10 am to 6 pm. after installation every visit will be chargeable 300. SUNDAY closed']",none,none,none
Aquaguard Glory 6 L RO + UV + MTDS Water Purifier with Active Copper technology,"₹14,999","['Electrical & Storage', 'RO + UV + MTDS', '6 L Capacity', '1 Year Manufacturer Warranty from the Date of Purchase, 1 Year Warranty on RO Membrane']",4.2,235,34
Aqua Fresh DT EURO COPPER MINERAL+ro+uv+tds 15 L 15 L RO + UV + UF + TDS Water Purifier,"₹5,598","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'ONE YEAR OFFSITE WARRANTY ON PUMP & SMPS']",3.6,13,1
KONVIO Gravity Water Purifier Filter  Non-Electric White and Blue 14 L 14 L UF Water Purifier,"₹1,899","['Non - Electrical & Storage', 'UF', '14 L Capacity', 'NA']",3.5,40,7
Pristine WF20 20 L Gravity Based Water Purifier,"₹1,275","['Non - Electrical & Storage', 'Gravity Based', '20 L Capacity', 'Warranty does not cover breakage of ceramic candles.']",3.3,33,4
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,814",424
KONVIO Supreme Plus RO+UV+TDS Water Purifier with High TDS 3000 Membrane 8 L RO + UV + TDS Water Purif...,"₹7,999","['Electrical & Storage', 'RO + UV + TDS', '8 L Capacity', '1 Year warranty on electrical parts.']",4.6,5,1
Grand plus Gp Red Swift 10 L RO + UV + UF + TDS Water Purifier,"₹5,265","['Electrical & Storage', 'RO + UV + UF + TDS', '10 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) All service will chargeable""]",3,4,0
Aquaultra Aqua Ultra Vento RO+UV+Active Copper Water Purifier 12 L RO + UV + MTDS Water Purifier,"₹4,898","['Electrical & Storage', 'RO + UV + MTDS', '12 L Capacity', '1 year manufacturer warranty']",none,none,none
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,443,48
Aqua BLACK NYC Model 15 L RO + UV + UF + TDS 15 L 15 L RO + UV + UF + TDS Water Purifier,"₹5,199","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",none,none,none
LIVPURE LIV-PEP-PRO-TOUCH 8.5 L RO + UV + UF Water Purifier,"₹11,499","['Electrical & Storage', 'RO + UV + UF', '8.5 L Capacity', '1 Year Warranty']",4,513,85
Aquaultra Aqua Ultra Fabia RO+UV+Active Copper Water Purifier 12 L RO + UV + MTDS Water Purifier,"₹4,650","['Electrical & Storage', 'RO + UV + MTDS', '12 L Capacity', '1 year manufacturer warranty']",3.5,20,1
Eureka Forbes Aquasure from Aquaguard Desire 7 L RO + MC Water Purifier,"₹7,999","['Electrical & Storage', 'RO + MC', '7 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,981,188
"Aqua Ultra LED Total Computer Control RO+11W UV(OSRAM, Made In Italy) +B12+TDS Contoller Water Purifie...","₹5,255","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', '12 month manufacturer warranty']",3.7,30,7
super aqua Aqua Epic2 15 L RO + UV + UF + TDS Water Purifier,"₹4,869","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'Warranty cover for 6 month ( MOTER , SMPS) 6) Our Executive Will solve customer problems within 24HR']",3.4,12,2
Blue Star Edge Iris 6 L RO + UV Water Purifier,"₹11,999","['Electrical & Storage', 'RO + UV', '6 L Capacity', '1 Year Domestic Warranty']",3.8,55,7
KENT Ace 8 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"44,883","5,154"
Prestige PSWP 2.0_49002 18 L Gravity Based Water Purifier,"₹1,999","['Non - Electrical & Storage', 'Gravity Based', '18 L Capacity', '1 Year Company Domestic Warranty']",3.7,339,53
